Recorrido,Latitud,Longitud
Ruta San Jose - Barrio Escalante - La U,-84.047843,9.93528
Ruta San Jose - Barrio Escalante - La U,-84.047464,9.935605
Ruta San Jose - Barrio Escalante - La U,-84.047336,9.935717
Ruta San Jose - Barrio Escalante - La U,-84.047312,9.935766
Ruta San Jose - Barrio Escalante - La U,-84.047299,9.935818
Ruta San Jose - Barrio Escalante - La U,-84.047298,9.935864
Ruta San Jose - Barrio Escalante - La U,-84.047304,9.935899
Ruta San Jose - Barrio Escalante - La U,-84.04731,9.935927
Ruta San Jose - Barrio Escalante - La U,-84.047374,9.93615
Ruta San Jose - Barrio Escalante - La U,-84.04738,9.936226
Ruta San Jose - Barrio Escalante - La U,-84.047374,9.936302
Ruta San Jose - Barrio Escalante - La U,-84.047358,9.936364
Ruta San Jose - Barrio Escalante - La U,-84.04735,9.936386
Ruta San Jose - Barrio Escalante - La U,-84.047295,9.936582
Ruta San Jose - Barrio Escalante - La U,-84.047219,9.936829
Ruta San Jose - Barrio Escalante - La U,-84.047189,9.93696
Ruta San Jose - Barrio Escalante - La U,-84.047169,9.937042
Ruta San Jose - Barrio Escalante - La U,-84.047172,9.937109
Ruta San Jose - Barrio Escalante - La U,-84.047186,9.937178
Ruta San Jose - Barrio Escalante - La U,-84.04722,9.937245
Ruta San Jose - Barrio Escalante - La U,-84.047284,9.93732
Ruta San Jose - Barrio Escalante - La U,-84.047373,9.937376
Ruta San Jose - Barrio Escalante - La U,-84.047502,9.937446
Ruta San Jose - Barrio Escalante - La U,-84.047609,9.937516
Ruta San Jose - Barrio Escalante - La U,-84.047705,9.937615
Ruta San Jose - Barrio Escalante - La U,-84.047777,9.937721
Ruta San Jose - Barrio Escalante - La U,-84.047932,9.938003
Ruta San Jose - Barrio Escalante - La U,-84.048022,9.938142
Ruta San Jose - Barrio Escalante - La U,-84.048118,9.938264
Ruta San Jose - Barrio Escalante - La U,-84.048231,9.938361
Ruta San Jose - Barrio Escalante - La U,-84.048305,9.938424
Ruta San Jose - Barrio Escalante - La U,-84.048615,9.938581
Ruta San Jose - Barrio Escalante - La U,-84.048808,9.93869
Ruta San Jose - Barrio Escalante - La U,-84.048942,9.938775
Ruta San Jose - Barrio Escalante - La U,-84.04945,9.939131
Ruta San Jose - Barrio Escalante - La U,-84.04989,9.939411
Ruta San Jose - Barrio Escalante - La U,-84.049948,9.939422
Ruta San Jose - Barrio Escalante - La U,-84.050177,9.939439
Ruta San Jose - Barrio Escalante - La U,-84.050406,9.939412
Ruta San Jose - Barrio Escalante - La U,-84.050708,9.93936
Ruta San Jose - Barrio Escalante - La U,-84.051359,9.939144
Ruta San Jose - Barrio Escalante - La U,-84.051612,9.939045
Ruta San Jose - Barrio Escalante - La U,-84.051996,9.938869
Ruta San Jose - Barrio Escalante - La U,-84.052126,9.938824
Ruta San Jose - Barrio Escalante - La U,-84.052204,9.93883
Ruta San Jose - Barrio Escalante - La U,-84.052266,9.938846
Ruta San Jose - Barrio Escalante - La U,-84.05233,9.938873
Ruta San Jose - Barrio Escalante - La U,-84.05253,9.938993
Ruta San Jose - Barrio Escalante - La U,-84.052569,9.939025
Ruta San Jose - Barrio Escalante - La U,-84.052747,9.939141
Ruta San Jose - Barrio Escalante - La U,-84.052853,9.939201
Ruta San Jose - Barrio Escalante - La U,-84.052932,9.939226
Ruta San Jose - Barrio Escalante - La U,-84.052886,9.939304
Ruta San Jose - Barrio Escalante - La U,-84.052888,9.939291
Ruta San Jose - Barrio Escalante - La U,-84.052909,9.939256
Ruta San Jose - Barrio Escalante - La U,-84.052932,9.939226
Ruta San Jose - Barrio Escalante - La U,-84.052971,9.939553
Ruta San Jose - Barrio Escalante - La U,-84.052961,9.939544
Ruta San Jose - Barrio Escalante - La U,-84.052934,9.939518
Ruta San Jose - Barrio Escalante - La U,-84.052911,9.93948
Ruta San Jose - Barrio Escalante - La U,-84.052886,9.939438
Ruta San Jose - Barrio Escalante - La U,-84.05288,9.939388
Ruta San Jose - Barrio Escalante - La U,-84.052882,9.93934
Ruta San Jose - Barrio Escalante - La U,-84.052886,9.939304
Ruta San Jose - Barrio Escalante - La U,-84.053243,9.939539
Ruta San Jose - Barrio Escalante - La U,-84.053226,9.93954
Ruta San Jose - Barrio Escalante - La U,-84.053184,9.93956
Ruta San Jose - Barrio Escalante - La U,-84.053138,9.939567
Ruta San Jose - Barrio Escalante - La U,-84.053082,9.939567
Ruta San Jose - Barrio Escalante - La U,-84.053029,9.939555
Ruta San Jose - Barrio Escalante - La U,-84.052982,9.939539
Ruta San Jose - Barrio Escalante - La U,-84.052961,9.939518
Ruta San Jose - Barrio Escalante - La U,-84.052939,9.939498
Ruta San Jose - Barrio Escalante - La U,-84.052918,9.939462
Ruta San Jose - Barrio Escalante - La U,-84.052906,9.939444
Ruta San Jose - Barrio Escalante - La U,-84.052898,9.939417
Ruta San Jose - Barrio Escalante - La U,-84.052894,9.939374
Ruta San Jose - Barrio Escalante - La U,-84.052897,9.939335
Ruta San Jose - Barrio Escalante - La U,-84.052898,9.939316
Ruta San Jose - Barrio Escalante - La U,-84.052886,9.939304
Ruta San Jose - Barrio Escalante - La U,-84.067627,9.934774
Ruta San Jose - Barrio Escalante - La U,-84.067392,9.935421
Ruta San Jose - Barrio Escalante - La U,-84.067206,9.935915
Ruta San Jose - Barrio Escalante - La U,-84.067037,9.936359
Ruta San Jose - Barrio Escalante - La U,-84.066813,9.936911
Ruta San Jose - Barrio Escalante - La U,-84.06658,9.937534
Ruta San Jose - Barrio Escalante - La U,-84.065706,9.937177
Ruta San Jose - Barrio Escalante - La U,-84.065758,9.937019
Ruta San Jose - Barrio Escalante - La U,-84.065869,9.936755
Ruta San Jose - Barrio Escalante - La U,-84.065969,9.936677
Ruta San Jose - Barrio Escalante - La U,-84.06607,9.936446
Ruta San Jose - Barrio Escalante - La U,-84.066065,9.936405
Ruta San Jose - Barrio Escalante - La U,-84.066042,9.936377
Ruta San Jose - Barrio Escalante - La U,-84.065912,9.936332
Ruta San Jose - Barrio Escalante - La U,-84.065662,9.936239
Ruta San Jose - Barrio Escalante - La U,-84.065546,9.936197
Ruta San Jose - Barrio Escalante - La U,-84.065414,9.936164
Ruta San Jose - Barrio Escalante - La U,-84.065119,9.936132
